ccaa_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_ag,num_casos_prueba_elisa,num_casos_prueba_desconocida
AS,2020-10-29,205,205,0,0,0,0
CB,2020-10-29,174,174,0,0,0,0
CE,2020-10-29,70,20,0,50,0,0
CL,2020-10-29,1529,1347,0,181,1,0
CM,2020-10-29,1000,824,0,175,1,0
CN,2020-10-29,118,115,0,3,0,0
CT,2020-10-29,4422,4402,0,14,6,0
EX,2020-10-29,570,432,2,133,0,3
GA,2020-10-29,748,736,0,12,0,0
IB,2020-10-29,149,144,0,5,0,0
MC,2020-10-29,812,610,3,196,2,1
MD,2020-10-29,1920,1044,0,876,0,0
ML,2020-10-29,78,42,0,36,0,0
NC,2020-10-29,479,397,0,82,0,0
PV,2020-10-29,1043,848,0,195,0,0
RI,2020-10-29,179,172,0,7,0,0
VC,2020-10-29,1720,1591,0,129,0,0
AN,2020-10-30,4574,3138,0,1436,0,0
AR,2020-10-30,981,951,0,30,0,0
AS,2020-10-30,243,243,0,0,0,0
CB,2020-10-30,195,195,0,0,0,0
CE,2020-10-30,62,15,0,47,0,0
CL,2020-10-30,1548,1329,0,216,3,0
CM,2020-10-30,902,709,0,193,0,0
CN,2020-10-30,118,110,0,8,0,0
CT,2020-10-30,4802,4773,0,19,10,0
EX,2020-10-30,510,400,0,109,0,1
GA,2020-10-30,709,689,0,20,0,0
IB,2020-10-30,140,137,0,3,0,0
MC,2020-10-30,932,720,4,207,1,0
MD,2020-10-30,2006,1087,0,919,0,0
ML,2020-10-30,91,47,0,44,0,0
NC,2020-10-30,426,327,0,99,0,0
PV,2020-10-30,1218,1007,0,211,0,0
RI,2020-10-30,198,189,0,9,0,0
VC,2020-10-30,1940,1788,0,152,0,0
AN,2020-10-31,3224,2232,0,992,0,0
AR,2020-10-31,844,830,0,14,0,0
AS,2020-10-31,287,287,0,0,0,0
CB,2020-10-31,205,205,0,0,0,0
CE,2020-10-31,49,19,0,30,0,0
CL,2020-10-31,1408,1229,0,174,5,0
CM,2020-10-31,703,568,0,135,0,0
CN,2020-10-31,130,126,0,4,0,0
CT,2020-10-31,3110,3100,0,8,2,0
EX,2020-10-31,385,312,0,72,0,1
GA,2020-10-31,635,617,0,18,0,0
IB,2020-10-31,99,96,0,3,0,0
MC,2020-10-31,874,671,2,201,0,0
MD,2020-10-31,1293,648,0,645,0,0
ML,2020-10-31,54,35,0,19,0,0
NC,2020-10-31,413,307,0,106,0,0
PV,2020-10-31,1321,1155,0,166,0,0
RI,2020-10-31,169,164,0,5,0,0
VC,2020-10-31,1594,1455,0,139,0,0
AN,2020-11-01,2888,1863,0,1025,0,0
AR,2020-11-01,761,748,0,13,0,0
AS,2020-11-01,436,436,0,0,0,0
CB,2020-11-01,190,190,0,0,0,0
CE,2020-11-01,68,13,0,55,0,0
CL,2020-11-01,1496,1272,0,220,4,0
CM,2020-11-01,653,501,0,151,1,0
CN,2020-11-01,132,125,0,7,0,0
CT,2020-11-01,2795,2784,0,9,2,0
EX,2020-11-01,398,292,0,106,0,0
GA,2020-11-01,571,548,0,23,0,0
IB,2020-11-01,246,238,0,8,0,0
MC,2020-11-01,729,543,1,185,0,0
MD,2020-11-01,1226,667,0,559,0,0
ML,2020-11-01,41,25,0,16,0,0
NC,2020-11-01,411,308,0,103,0,0
PV,2020-11-01,1429,1204,0,225,0,0
RI,2020-11-01,144,138,0,6,0,0
VC,2020-11-01,1421,1270,0,151,0,0
AN,2020-11-02,2620,1599,0,1021,0,0
AR,2020-11-02,795,767,0,28,0,0
AS,2020-11-02,584,584,0,0,0,0
CB,2020-11-02,261,261,0,0,0,0
CE,2020-11-02,54,19,0,35,0,0
CL,2020-11-02,1499,1282,0,216,1,0
CM,2020-11-02,1009,800,0,209,0,0
CN,2020-11-02,141,133,0,8,0,0
CT,2020-11-02,4573,4538,0,24,9,2
EX,2020-11-02,390,324,0,65,0,1
GA,2020-11-02,650,634,0,16,0,0
IB,2020-11-02,339,318,1,20,0,0
MC,2020-11-02,892,630,0,261,1,0
MD,2020-11-02,1303,666,0,637,0,0
ML,2020-11-02,43,18,0,25,0,0
NC,2020-11-02,422,293,0,129,0,0
PV,2020-11-02,1506,1250,0,256,0,0
RI,2020-11-02,189,186,0,3,0,0
VC,2020-11-02,2038,1773,0,265,0,0
AN,2020-11-03,3929,2061,0,1868,0,0
AR,2020-11-03,896,879,0,16,1,0
AS,2020-11-03,559,559,0,0,0,0
CB,2020-11-03,235,235,0,0,0,0
CE,2020-11-03,56,12,0,44,0,0
CL,2020-11-03,1854,1567,0,276,11,0
CM,2020-11-03,1002,768,0,234,0,0
CN,2020-11-03,170,161,0,9,0,0
CT,2020-11-03,4244,4224,0,13,7,0
EX,2020-11-03,412,312,2,98,0,0
GA,2020-11-03,587,574,0,13,0,0
IB,2020-11-03,328,308,0,20,0,0
MC,2020-11-03,934,679,2,251,1,1
MD,2020-11-03,2206,1092,0,1114,0,0
ML,2020-11-03,52,31,0,21,0,0
NC,2020-11-03,335,222,0,113,0,0
PV,2020-11-03,1444,1167,0,277,0,0
RI,2020-11-03,205,198,0,7,0,0
VC,2020-11-03,1967,1734,0,233,0,0
AN,2020-11-04,4379,2723,0,1656,0,0
AR,2020-11-04,846,833,0,13,0,0
AS,2020-11-04,290,290,0,0,0,0
CB,2020-11-04,226,226,0,0,0,0
CE,2020-11-04,54,15,0,39,0,0
CL,2020-11-04,1711,1504,0,202,5,0
CM,2020-11-04,1028,850,0,178,0,0
CN,2020-11-04,127,120,0,7,0,0
CT,2020-11-04,3678,3660,0,12,6,0
EX,2020-11-04,474,363,0,111,0,0
GA,2020-11-04,671,654,0,17,0,0
IB,2020-11-04,280,265,5,10,0,0
MC,2020-11-04,901,657,1,241,2,0
MD,2020-11-04,2054,1143,0,911,0,0
ML,2020-11-04,39,21,0,18,0,0
NC,2020-11-04,336,219,0,117,0,0
PV,2020-11-04,1288,1071,0,217,0,0
RI,2020-11-04,199,197,0,2,0,0
VC,2020-11-04,1945,1731,0,214,0,0
AN,2020-11-05,4274,2805,0,1469,0,0
AR,2020-11-05,730,712,0,18,0,0
AS,2020-11-05,468,468,0,0,0,0
CB,2020-11-05,242,242,0,0,0,0
CE,2020-11-05,51,9,0,42,0,0
CL,2020-11-05,1589,1383,0,205,1,0
CM,2020-11-05,876,705,0,171,0,0
CN,2020-11-05,133,124,0,9,0,0
CT,2020-11-05,3714,3682,0,13,18,1
EX,2020-11-05,492,389,0,103,0,0
GA,2020-11-05,574,563,0,11,0,0
IB,2020-11-05,253,235,2,16,0,0
MC,2020-11-05,848,662,3,179,4,0
MD,2020-11-05,1794,1000,0,794,0,0
ML,2020-11-05,39,17,0,22,0,0
NC,2020-11-05,277,185,0,92,0,0
PV,2020-11-05,1284,1004,0,280,0,0
RI,2020-11-05,176,173,0,3,0,0
VC,2020-11-05,1927,1709,0,218,0,0
AN,2020-11-06,4376,2803,0,1573,0,0
AR,2020-11-06,766,744,0,22,0,0
AS,2020-11-06,293,291,0,2,0,0
CB,2020-11-06,205,205,0,0,0,0
CE,2020-11-06,55,9,0,46,0,0
CL,2020-11-06,1592,1341,0,249,2,0
CM,2020-11-06,908,726,0,181,1,0
CN,2020-11-06,138,125,0,13,0,0
CT,2020-11-06,3515,3492,0,10,12,1
EX,2020-11-06,387,284,0,103,0,0
GA,2020-11-06,579,566,0,13,0,0
IB,2020-11-06,207,183,1,23,0,0
MC,2020-11-06,820,625,1,191,3,0
MD,2020-11-06,2007,1135,0,872,0,0
ML,2020-11-06,38,17,0,21,0,0
NC,2020-11-06,264,195,0,69,0,0
PV,2020-11-06,1232,937,0,295,0,0
RI,2020-11-06,189,186,0,3,0,0
VC,2020-11-06,1975,1735,0,240,0,0
AN,2020-11-07,3182,2172,0,1010,0,0
AR,2020-11-07,639,628,0,11,0,0
AS,2020-11-07,525,523,0,2,0,0
CB,2020-11-07,233,233,0,0,0,0
CE,2020-11-07,41,13,0,26,2,0
CL,2020-11-07,1544,1319,0,223,2,0
CM,2020-11-07,616,485,0,131,0,0
CN,2020-11-07,125,103,0,22,0,0
CT,2020-11-07,2186,2173,0,7,5,1
EX,2020-11-07,290,224,0,66,0,0
GA,2020-11-07,503,480,0,22,1,0
IB,2020-11-07,229,213,0,16,0,0
MC,2020-11-07,762,572,1,188,0,1
MD,2020-11-07,1309,685,0,624,0,0
ML,2020-11-07,32,21,0,11,0,0
NC,2020-11-07,239,177,0,62,0,0
PV,2020-11-07,1318,1028,0,290,0,0
RI,2020-11-07,138,131,0,7,0,0
VC,2020-11-07,1603,1387,0,216,0,0
AN,2020-11-08,2190,1403,0,787,0,0
AR,2020-11-08,450,438,0,12,0,0
AS,2020-11-08,609,608,0,1,0,0
CB,2020-11-08,205,205,0,0,0,0
CE,2020-11-08,32,6,0,26,0,0
CL,2020-11-08,1263,1039,0,219,5,0
CM,2020-11-08,562,426,0,136,0,0
CN,2020-11-08,99,69,0,30,0,0
CT,2020-11-08,1675,1668,0,2,4,1
EX,2020-11-08,296,228,0,68,0,0
GA,2020-11-08,467,456,0,11,0,0
IB,2020-11-08,153,127,0,26,0,0
MC,2020-11-08,514,360,0,151,2,1
MD,2020-11-08,1209,601,0,608,0,0
ML,2020-11-08,23,16,0,7,0,0
NC,2020-11-08,208,137,0,71,0,0
PV,2020-11-08,1311,999,0,312,0,0
RI,2020-11-08,122,119,0,2,1,0
VC,2020-11-08,1231,1023,0,208,0,0
AN,2020-11-09,3513,2058,0,1455,0,0
AR,2020-11-09,639,627,0,12,0,0
AS,2020-11-09,673,671,0,2,0,0
CB,2020-11-09,223,223,0,0,0,0
CE,2020-11-09,31,6,0,25,0,0
CL,2020-11-09,1621,1359,0,250,12,0
CM,2020-11-09,741,567,0,172,2,0
CN,2020-11-09,123,72,0,50,0,1
CT,2020-11-09,2815,2787,0,20,7,1
EX,2020-11-09,344,258,0,86,0,0
GA,2020-11-09,544,523,0,21,0,0
IB,2020-11-09,244,210,1,33,0,0
MC,2020-11-09,696,499,0,197,0,0
MD,2020-11-09,1554,772,0,782,0,0
ML,2020-11-09,41,20,0,21,0,0
NC,2020-11-09,233,148,0,85,0,0
PV,2020-11-09,1414,1017,0,397,0,0
RI,2020-11-09,146,139,0,7,0,0
VC,2020-11-09,1713,1437,0,276,0,0
AN,2020-11-10,3863,2548,0,1315,0,0
AR,2020-11-10,586,569,0,16,1,0
AS,2020-11-10,801,791,0,10,0,0
CB,2020-11-10,232,232,0,0,0,0
CE,2020-11-10,39,7,0,30,2,0
CL,2020-11-10,1542,1321,0,219,2,0
CM,2020-11-10,797,617,0,179,1,0
CN,2020-11-10,126,88,0,38,0,0
CT,2020-11-10,3083,3053,0,20,10,0
EX,2020-11-10,349,265,0,84,0,0
GA,2020-11-10,509,491,0,17,1,0
IB,2020-11-10,211,182,0,29,0,0
MC,2020-11-10,660,498,2,159,0,1
MD,2020-11-10,1834,914,0,920,0,0
ML,2020-11-10,36,20,0,16,0,0
NC,2020-11-10,209,143,0,66,0,0
PV,2020-11-10,1164,814,0,350,0,0
RI,2020-11-10,152,148,0,4,0,0
VC,2020-11-10,1646,1375,0,271,0,0
AN,2020-11-11,3842,2560,0,1282,0,0
AR,2020-11-11,572,552,0,20,0,0
AS,2020-11-11,444,431,0,13,0,0
CB,2020-11-11,226,226,0,0,0,0
CE,2020-11-11,24,5,0,19,0,0
CL,2020-11-11,1322,1123,0,195,4,0
CM,2020-11-11,777,616,0,161,0,0
CN,2020-11-11,128,84,0,43,0,1
CT,2020-11-11,2513,2490,0,8,14,1
EX,2020-11-11,370,300,0,70,0,0
GA,2020-11-11,619,604,0,14,1,0
IB,2020-11-11,181,159,0,22,0,0
MC,2020-11-11,666,528,1,137,0,0
MD,2020-11-11,1679,899,0,780,0,0
ML,2020-11-11,29,18,0,11,0,0
NC,2020-11-11,240,146,0,94,0,0
PV,2020-11-11,1090,778,0,312,0,0
RI,2020-11-11,133,133,0,0,0,0
VC,2020-11-11,1786,1553,0,233,0,0
AN,2020-11-12,3713,2571,0,1142,0,0
AR,2020-11-12,482,471,0,11,0,0
AS,2020-11-12,247,240,0,7,0,0
CB,2020-11-12,191,191,0,0,0,0
CE,2020-11-12,30,8,0,22,0,0
CL,2020-11-12,1336,1148,0,186,2,0
CM,2020-11-12,662,513,0,149,0,0
CN,2020-11-12,108,76,0,32,0,0
CT,2020-11-12,2207,2191,0,9,4,3
EX,2020-11-12,302,219,0,83,0,0
GA,2020-11-12,631,614,0,17,0,0
IB,2020-11-12,194,173,1,20,0,0
MC,2020-11-12,562,435,0,127,0,0
MD,2020-11-12,1432,767,0,665,0,0
ML,2020-11-12,21,11,0,10,0,0
NC,2020-11-12,203,127,0,76,0,0
PV,2020-11-12,940,653,0,287,0,0
RI,2020-11-12,110,106,0,4,0,0
VC,2020-11-12,1641,1412,0,229,0,0
AN,2020-11-13,3758,2600,0,1158,0,0
AR,2020-11-13,477,463,0,14,0,0
AS,2020-11-13,296,275,0,21,0,0
CB,2020-11-13,212,211,0,0,0,1
CE,2020-11-13,19,4,0,15,0,0
CL,2020-11-13,1244,1008,0,235,1,0
CM,2020-11-13,679,541,0,138,0,0
CN,2020-11-13,121,81,0,40,0,0
CT,2020-11-13,2227,2201,0,9,16,1
EX,2020-11-13,240,169,1,70,0,0
GA,2020-11-13,542,526,0,15,1,0
IB,2020-11-13,197,176,1,20,0,0
MC,2020-11-13,496,367,0,129,0,0
MD,2020-11-13,1551,880,0,671,0,0
ML,2020-11-13,27,15,0,12,0,0
NC,2020-11-13,170,116,0,54,0,0
PV,2020-11-13,945,574,0,371,0,0
RI,2020-11-13,133,128,0,5,0,0
VC,2020-11-13,1634,1430,0,204,0,0
AN,2020-11-14,2399,1813,0,586,0,0
AR,2020-11-14,348,334,0,14,0,0
AS,2020-11-14,377,364,0,13,0,0
CB,2020-11-14,239,238,0,0,0,1
CE,2020-11-14,21,6,0,15,0,0
CL,2020-11-14,1148,920,0,224,4,0
CM,2020-11-14,558,463,0,95,0,0
CN,2020-11-14,116,80,0,36,0,0
CT,2020-11-14,1452,1442,0,10,0,0
EX,2020-11-14,257,165,0,92,0,0
GA,2020-11-14,443,430,0,13,0,0
IB,2020-11-14,188,159,2,27,0,0
MC,2020-11-14,449,330,1,118,0,0
MD,2020-11-14,1170,590,0,580,0,0
ML,2020-11-14,32,17,0,15,0,0
NC,2020-11-14,143,100,0,43,0,0
PV,2020-11-14,889,677,0,212,0,0
RI,2020-11-14,95,89,0,6,0,0
VC,2020-11-14,1268,1096,0,172,0,0
AN,2020-11-15,1680,1131,0,549,0,0
AR,2020-11-15,314,299,0,15,0,0
AS,2020-11-15,452,428,0,24,0,0
CB,2020-11-15,156,155,0,1,0,0
CE,2020-11-15,25,5,0,19,1,0
CL,2020-11-15,898,730,0,167,1,0
CM,2020-11-15,356,247,0,109,0,0
CN,2020-11-15,102,64,0,38,0,0
CT,2020-11-15,1063,1054,0,5,1,3
EX,2020-11-15,124,76,0,47,0,1
GA,2020-11-15,488,470,0,18,0,0
IB,2020-11-15,145,114,0,31,0,0
MC,2020-11-15,311,226,0,85,0,0
MD,2020-11-15,1046,550,0,496,0,0
ML,2020-11-15,21,10,0,11,0,0
NC,2020-11-15,138,92,0,46,0,0
PV,2020-11-15,914,654,0,260,0,0
RI,2020-11-15,100,97,0,3,0,0
VC,2020-11-15,922,767,0,155,0,0
AN,2020-11-16,2700,1595,0,1105,0,0
AR,2020-11-16,423,402,0,21,0,0
AS,2020-11-16,327,291,0,36,0,0
CB,2020-11-16,180,179,0,0,0,1
CE,2020-11-16,39,9,0,30,0,0
CL,2020-11-16,1078,820,0,258,0,0
CM,2020-11-16,640,502,0,138,0,0
CN,2020-11-16,103,58,0,45,0,0
CT,2020-11-16,2137,2115,0,12,10,0
EX,2020-11-16,195,117,0,77,0,1
GA,2020-11-16,504,489,0,14,1,0
IB,2020-11-16,245,201,1,43,0,0
MC,2020-11-16,382,242,0,140,0,0
MD,2020-11-16,1588,814,0,774,0,0
ML,2020-11-16,33,16,0,17,0,0
NC,2020-11-16,150,98,0,52,0,0
PV,2020-11-16,978,619,0,359,0,0
RI,2020-11-16,102,97,0,5,0,0
VC,2020-11-16,1487,1201,0,286,0,0
AN,2020-11-17,3177,2206,0,971,0,0
AR,2020-11-17,370,359,0,11,0,0
AS,2020-11-17,351,335,0,16,0,0
CB,2020-11-17,174,174,0,0,0,0
CE,2020-11-17,32,7,0,25,0,0
CL,2020-11-17,1132,931,0,200,1,0
CM,2020-11-17,581,481,0,98,2,0
CN,2020-11-17,132,84,0,48,0,0
CT,2020-11-17,2010,1989,0,8,13,0
EX,2020-11-17,237,169,0,68,0,0
GA,2020-11-17,566,556,0,10,0,0
IB,2020-11-17,80,67,2,11,0,0
MC,2020-11-17,428,289,0,138,1,0
MD,2020-11-17,1435,766,0,669,0,0
ML,2020-11-17,37,13,0,24,0,0
NC,2020-11-17,141,97,0,44,0,0
PV,2020-11-17,915,569,0,346,0,0
RI,2020-11-17,112,101,0,11,0,0
VC,2020-11-17,1451,1250,0,201,0,0
AN,2020-11-18,2642,1819,0,823,0,0
AR,2020-11-18,423,419,0,4,0,0
AS,2020-11-18,335,308,0,27,0,0
CB,2020-11-18,167,167,0,0,0,0
CE,2020-11-18,26,5,0,21,0,0
CL,2020-11-18,1008,804,0,204,0,0
CM,2020-11-18,527,436,0,91,0,0
CN,2020-11-18,113,61,0,52,0,0
CT,2020-11-18,1728,1716,0,5,7,0
EX,2020-11-18,211,128,0,83,0,0
GA,2020-11-18,697,682,0,14,1,0
IB,2020-11-18,160,129,0,31,0,0
MC,2020-11-18,351,258,0,93,0,0
MD,2020-11-18,1323,702,0,621,0,0
ML,2020-11-18,32,13,0,19,0,0
NC,2020-11-18,152,101,0,51,0,0
PV,2020-11-18,725,472,0,253,0,0
RI,2020-11-18,96,95,0,1,0,0
VC,2020-11-18,1340,1154,0,186,0,0
AN,2020-11-19,2316,1658,0,658,0,0
AR,2020-11-19,322,317,0,5,0,0
AS,2020-11-19,252,238,0,14,0,0
CB,2020-11-19,113,112,0,1,0,0
CE,2020-11-19,20,3,0,17,0,0
CL,2020-11-19,734,574,0,157,3,0
CM,2020-11-19,500,407,0,92,1,0
CN,2020-11-19,92,56,0,36,0,0
CT,2020-11-19,1398,1386,0,6,6,0
EX,2020-11-19,195,144,0,51,0,0
GA,2020-11-19,485,469,0,16,0,0
IB,2020-11-19,175,142,1,32,0,0
MC,2020-11-19,271,182,0,89,0,0
MD,2020-11-19,1103,594,0,509,0,0
ML,2020-11-19,28,11,0,17,0,0
NC,2020-11-19,137,96,0,41,0,0
PV,2020-11-19,579,354,0,225,0,0
RI,2020-11-19,94,90,0,4,0,0
VC,2020-11-19,1268,1085,0,183,0,0
AN,2020-11-20,2313,1629,0,684,0,0
AR,2020-11-20,325,316,0,9,0,0
AS,2020-11-20,230,204,0,26,0,0
CB,2020-11-20,132,131,0,1,0,0
CE,2020-11-20,16,4,0,12,0,0
CL,2020-11-20,771,558,0,212,1,0
CM,2020-11-20,468,397,0,71,0,0
CN,2020-11-20,108,65,0,43,0,0
CT,2020-11-20,1561,1545,0,10,6,0
EX,2020-11-20,174,116,1,57,0,0
GA,2020-11-20,465,445,0,20,0,0
IB,2020-11-20,164,139,2,23,0,0
MC,2020-11-20,243,186,0,57,0,0
MD,2020-11-20,1264,732,0,532,0,0
ML,2020-11-20,27,8,0,19,0,0
NC,2020-11-20,132,104,0,28,0,0
PV,2020-11-20,602,333,0,269,0,0
RI,2020-11-20,96,94,0,2,0,0
VC,2020-11-20,1370,1194,0,176,0,0
AN,2020-11-21,1616,1262,0,354,0,0
AR,2020-11-21,234,228,0,6,0,0
AS,2020-11-21,383,369,0,14,0,0
CB,2020-11-21,118,117,0,0,0,1
CE,2020-11-21,19,7,0,12,0,0
CL,2020-11-21,602,462,0,139,1,0
CM,2020-11-21,338,261,0,77,0,0
CN,2020-11-21,109,65,0,44,0,0
CT,2020-11-21,900,894,0,3,2,1
EX,2020-11-21,160,112,0,48,0,0
GA,2020-11-21,370,355,0,15,0,0
IB,2020-11-21,134,115,0,19,0,0
MC,2020-11-21,273,207,0,66,0,0
MD,2020-11-21,986,522,0,464,0,0
ML,2020-11-21,14,4,0,10,0,0
NC,2020-11-21,99,65,0,34,0,0
PV,2020-11-21,627,398,0,229,0,0
RI,2020-11-21,78,74,0,4,0,0
VC,2020-11-21,995,827,0,168,0,0
AN,2020-11-22,1057,697,0,360,0,0
AR,2020-11-22,171,167,0,4,0,0
AS,2020-11-22,255,233,0,22,0,0
CB,2020-11-22,86,84,0,1,0,1
CE,2020-11-22,13,1,0,12,0,0
CL,2020-11-22,536,328,0,207,1,0
CM,2020-11-22,273,188,0,85,0,0
CN,2020-11-22,113,75,0,37,0,1
CT,2020-11-22,731,729,0,0,0,2
EX,2020-11-22,119,74,0,45,0,0
GA,2020-11-22,372,362,0,10,0,0
IB,2020-11-22,164,134,1,29,0,0
MC,2020-11-22,141,101,0,40,0,0
MD,2020-11-22,892,474,0,418,0,0
ML,2020-11-22,14,4,0,10,0,0
NC,2020-11-22,125,96,0,29,0,0
PV,2020-11-22,481,306,0,175,0,0
RI,2020-11-22,74,68,0,6,0,0
VC,2020-11-22,725,599,0,126,0,0
AN,2020-11-23,1447,938,0,509,0,0
AR,2020-11-23,281,274,0,7,0,0
AS,2020-11-23,303,282,0,21,0,0
CB,2020-11-23,114,112,0,1,0,1
CE,2020-11-23,10,1,1,8,0,0
CL,2020-11-23,696,428,0,266,2,0
CM,2020-11-23,456,346,0,109,1,0
CN,2020-11-23,128,87,0,41,0,0
CT,2020-11-23,1385,1369,0,4,11,1
EX,2020-11-23,216,156,0,58,2,0
GA,2020-11-23,470,452,0,18,0,0
IB,2020-11-23,209,163,1,45,0,0
MC,2020-11-23,231,146,0,85,0,0
MD,2020-11-23,1248,639,0,609,0,0
ML,2020-11-23,21,12,0,9,0,0
NC,2020-11-23,135,97,0,38,0,0
PV,2020-11-23,653,385,0,268,0,0
RI,2020-11-23,95,87,0,8,0,0
VC,2020-11-23,1103,908,0,195,0,0
AN,2020-11-24,1730,1178,0,552,0,0
AR,2020-11-24,274,266,0,8,0,0
AS,2020-11-24,261,239,0,22,0,0
CB,2020-11-24,96,95,0,1,0,0
CE,2020-11-24,9,2,0,7,0,0
CL,2020-11-24,553,352,0,200,1,0
CM,2020-11-24,468,382,0,86,0,0
CN,2020-11-24,130,91,0,39,0,0
CT,2020-11-24,1284,1261,0,9,14,0
EX,2020-11-24,195,144,1,49,0,1
GA,2020-11-24,361,345,0,16,0,0
IB,2020-11-24,167,143,1,23,0,0
MC,2020-11-24,249,172,1,76,0,0
MD,2020-11-24,1398,807,0,591,0,0
ML,2020-11-24,24,11,0,13,0,0
NC,2020-11-24,116,84,0,32,0,0
PV,2020-11-24,613,316,0,297,0,0
RI,2020-11-24,72,67,0,5,0,0
VC,2020-11-24,1130,972,0,158,0,0
AN,2020-11-25,1491,1086,0,405,0,0
AR,2020-11-25,260,250,0,9,1,0
AS,2020-11-25,151,136,0,15,0,0
CB,2020-11-25,106,104,0,1,0,1
CE,2020-11-25,10,2,0,8,0,0
CL,2020-11-25,503,318,0,184,1,0
CM,2020-11-25,444,372,0,72,0,0
CN,2020-11-25,144,102,0,42,0,0
CT,2020-11-25,1254,1241,0,6,6,1
EX,2020-11-25,163,123,1,39,0,0
GA,2020-11-25,355,332,0,23,0,0
IB,2020-11-25,178,142,1,35,0,0
MC,2020-11-25,232,177,0,55,0,0
MD,2020-11-25,1262,719,0,543,0,0
ML,2020-11-25,14,9,0,5,0,0
NC,2020-11-25,121,95,0,26,0,0
PV,2020-11-25,612,341,0,271,0,0
RI,2020-11-25,75,74,0,1,0,0
VC,2020-11-25,1086,919,0,167,0,0
AN,2020-11-26,1347,973,0,374,0,0
AR,2020-11-26,295,291,0,4,0,0
AS,2020-11-26,200,186,0,14,0,0
CB,2020-11-26,96,93,0,3,0,0
CE,2020-11-26,16,4,0,12,0,0
CL,2020-11-26,476,276,0,200,0,0
CM,2020-11-26,364,303,0,61,0,0
CN,2020-11-26,128,83,0,45,0,0
CT,2020-11-26,1205,1190,0,3,11,1
EX,2020-11-26,165,124,1,40,0,0
GA,2020-11-26,375,348,0,27,0,0
IB,2020-11-26,174,150,0,24,0,0
MC,2020-11-26,239,175,0,63,1,0
MD,2020-11-26,1010,568,0,442,0,0
ML,2020-11-26,11,2,0,9,0,0
NC,2020-11-26,131,92,0,39,0,0
PV,2020-11-26,470,267,0,203,0,0
RI,2020-11-26,61,58,0,3,0,0
VC,2020-11-26,974,826,0,148,0,0
AN,2020-11-27,1500,960,0,540,0,0
AR,2020-11-27,322,305,0,17,0,0
AS,2020-11-27,149,137,0,12,0,0
CB,2020-11-27,115,113,0,1,0,1
CE,2020-11-27,10,2,0,8,0,0
CL,2020-11-27,634,401,0,231,2,0
CM,2020-11-27,411,334,0,76,1,0
CN,2020-11-27,130,97,0,33,0,0
CT,2020-11-27,1436,1422,0,7,5,2
EX,2020-11-27,128,87,1,40,0,0
GA,2020-11-27,344,325,0,19,0,0
IB,2020-11-27,150,123,0,27,0,0
MC,2020-11-27,207,162,0,45,0,0
MD,2020-11-27,1266,771,0,495,0,0
ML,2020-11-27,15,7,0,8,0,0
NC,2020-11-27,104,70,0,34,0,0
PV,2020-11-27,426,208,0,218,0,0
RI,2020-11-27,90,85,0,5,0,0
VC,2020-11-27,1006,842,0,164,0,0
AN,2020-11-28,942,684,0,258,0,0
AR,2020-11-28,278,270,0,8,0,0
AS,2020-11-28,235,220,0,15,0,0
CB,2020-11-28,75,72,0,2,0,1
CE,2020-11-28,13,8,0,5,0,0
CL,2020-11-28,408,291,0,117,0,0
CM,2020-11-28,331,275,0,56,0,0
CN,2020-11-28,132,83,0,49,0,0
CT,2020-11-28,832,826,0,3,1,2
EX,2020-11-28,104,60,0,44,0,0
GA,2020-11-28,319,300,0,19,0,0
IB,2020-11-28,131,117,0,14,0,0
MC,2020-11-28,191,131,1,59,0,0
MD,2020-11-28,876,459,0,417,0,0
ML,2020-11-28,11,4,0,7,0,0
NC,2020-11-28,68,51,0,17,0,0
PV,2020-11-28,481,290,0,191,0,0
RI,2020-11-28,51,47,0,4,0,0
VC,2020-11-28,849,690,0,159,0,0
AN,2020-11-29,664,427,0,237,0,0
AR,2020-11-29,187,181,0,6,0,0
AS,2020-11-29,219,209,0,10,0,0
CB,2020-11-29,67,66,0,1,0,0
CE,2020-11-29,2,1,0,1,0,0
CL,2020-11-29,291,150,0,141,0,0
CM,2020-11-29,262,202,0,60,0,0
CN,2020-11-29,138,86,0,52,0,0
CT,2020-11-29,627,620,0,6,0,1
EX,2020-11-29,103,62,0,41,0,0
GA,2020-11-29,289,262,0,27,0,0
IB,2020-11-29,85,62,0,23,0,0
MC,2020-11-29,95,57,0,38,0,0
MD,2020-11-29,836,416,0,420,0,0
ML,2020-11-29,7,3,0,4,0,0
NC,2020-11-29,80,57,0,23,0,0
PV,2020-11-29,493,325,0,168,0,0
RI,2020-11-29,38,38,0,0,0,0
VC,2020-11-29,561,427,0,134,0,0
AN,2020-11-30,1053,636,0,417,0,0
AR,2020-11-30,271,264,0,7,0,0
AS,2020-11-30,242,218,0,24,0,0
CB,2020-11-30,74,74,0,0,0,0
CE,2020-11-30,12,4,0,8,0,0
CL,2020-11-30,428,247,0,181,0,0
CM,2020-11-30,400,299,0,101,0,0
CN,2020-11-30,149,84,0,65,0,0
CT,2020-11-30,1353,1325,0,8,15,5
EX,2020-11-30,160,89,0,71,0,0
GA,2020-11-30,348,318,0,30,0,0
IB,2020-11-30,63,58,0,5,0,0
MC,2020-11-30,165,96,0,69,0,0
MD,2020-11-30,1169,592,0,577,0,0
